side,q_a_command_rad,q_b_command_rad,wheel_hx_m,wheel_hz_m,other_wheel_hx_m,other_wheel_hz_m,gas_slide_q_m,max_abs_qvel,max_abs_equality_residual_m,q_link_005_joint_rad,q_link_006_joint_rad,q_link_007_joint_rad,q_link_008_joint_rad,q_link_009_joint_rad,q_link_011_joint_rad,q_link_013_joint_rad,q_link_004_joint_rad,q_link_017_joint_rad,q_link_019_joint_rad,q_link_021_joint_rad,q_link_020_joint_rad,q_link_022_joint_rad,q_link_024_joint_rad,q_link_016_joint_rad,q_link_018_joint_rad
left,-0.11080000000000001,0.284,-0.0289395383505576,-0.144694379833299,1.72028744174643e-09,-0.134300206915378,-0.00840932355578732,5.04604005868134e-07,1.25797516847825e-09,-0.0741280852257069,-9.94309409419036e-16,0.0741281006958304,-1.11558691919714e-13,-0.0741281004994346,-0.00898949826528329,-1.23734257496999e-10,0.0741280852678643,,,,,,,,
left,-0.08310000000000001,-0.285,0.0107469404904253,-0.106096117563676,1.72028744174643e-09,-0.134300206915378,-0.0180621774854518,6.54169841238945e-07,1.19238058315929e-09,-0.479204420689584,-2.85803623419112e-14,0.47920443242442,-1.3385732223316e-13,-0.479204436225876,-0.036514403170706,-5.34380725441231e-10,0.479204420716798,,,,,,,,
left,-0.08310000000000001,-0.25655,0.00941581691881939,-0.108298567339339,1.72028744174643e-09,-0.134300206915378,-0.0175819698995141,6.56354359314963e-07,1.19238058315929e-09,-0.459708234167605,-2.70015512262753e-14,0.459708246089389,-1.34270432584066e-13,-0.459708249630596,-0.036176007994748,-5.29974518323578e-10,0.459708234196046,,,,,,,,
left,-0.08310000000000001,-0.22809999999999997,0.0080253551729923,-0.110500461063152,1.72028744174643e-09,-0.134300206915378,-0.0170966425452335,6.57128840637274e-07,1.19238058315929e-09,-0.439979326695127,-2.53807913866596e-14,0.439979338804428,-1.34466174539763e-13,-0.439979342090633,-0.0357188396980998,-5.2361292193739e-10,0.43997932672476,,,,,,,,
left,-0.08310000000000001,-0.19965,0.00657500279172238,-0.112699313168098,1.72028744174643e-09,-0.134300206915378,-0.0166065438468562,6.56335285508433e-07,1.19238058315929e-09,-0.420023707239674,-2.37241590516125e-14,0.420023719537116,-1.343643909871e-13,-0.420023722573661,-0.0351412935243733,-5.15291612233771e-10,0.420023707270455,,,,,,,,
left,-0.08310000000000001,-0.1712,0.00506430127766967,-0.114892609124396,1.72028744174643e-09,-0.134300206915378,-0.0161120311488756,6.53810373221376e-07,1.19238058315929e-09,-0.399847419867729,-2.2034900555111e-14,0.399847432353998,-1.33947184266293e-13,-0.399847435146313,-0.0344419964228715,-5.05010414313822e-10,0.399847419899596,,,,,,,,
left,-0.08310000000000001,-0.14275,0.00349288733215607,-0.117077811639844,1.72028744174643e-09,-0.134300206915378,-0.0156134695974235,6.4938592522959e-07,1.19238058315929e-09,-0.379456521911866,-2.03263887858366e-14,0.379456534587721,-1.33183442085931e-13,-0.37945653714132,-0.0336198043016229,-4.92773125936464e-10,0.379456521944742,,,,,,,,
left,-0.08310000000000001,-0.11429999999999998,0.00186049372824375,-0.119252366685927,1.72028744174643e-09,-0.134300206915378,-0.0151112310462098,6.42889340697177e-07,1.19238058315929e-09,-0.358857063762838,-1.86017455413245e-14,0.358857076629118,-1.32048430752607e-13,-0.3588570789496,-0.0326737980128913,-4.7858732135512e-10,0.358857063796627,,,,,,,,
left,-0.08310000000000001,-0.08584999999999998,0.000166949842519665,-0.12141370932757,1.72028744174643e-09,-0.134300206915378,-0.0146056929938419,6.34144081641432e-07,1.19238058315929e-09,-0.338055070324333,-1.68763581879298e-14,0.338055083381966,-1.30499117343563e-13,-0.338055085475012,-0.0316032782082229,-4.62464140258353e-10,0.338055070358919,,,,,,,,
left,-0.08310000000000001,-0.05740000000000001,-0.00158781813279035,-0.123559269339333,1.72028744174643e-09,-0.134300206915378,-0.0140972375582669,6.22970156198802e-07,1.19238058315929e-09,-0.31705652414122,-1.51585851092972e-14,0.317056537391234,-1.28501545998513e-13,-0.317056539262605,-0.0304077592024729,-4.44418067893982e-10,0.317056524176463,,,,,,,,
left,-0.08310000000000001,-0.028949999999999976,-0.00340378727504624,-0.12568647659535,1.72028744174643e-09,-0.134300206915378,-0.0135862504930216,6.09184575221802e-07,1.19238058315929e-09,-0.295867350188548,-1.3458756067256e-14,0.295867363632081,-1.26023231269297e-13,-0.29586736528762,-0.0290869619858352,-4.24466704272552e-10,0.295867350224283,,,,,,,,
left,-0.08310000000000001,-0.0005000000000000004,-0.00528083829117365,-0.127792766224384,1.72028744174643e-09,-0.134300206915378,-0.0130731202489801,5.92601870181035e-07,1.19238058315929e-09,-0.274493402288347,-1.17906764018278e-14,0.274493415926656,-1.23027883232402e-13,-0.274493417372288,-0.0276408065200519,-4.02630530697929e-10,0.274493402324382,,,,,,,,
left,-0.08310000000000001,0.027949999999999975,-0.00721875612995049,-0.129875583525021,1.72028744174643e-09,-0.134300206915378,-0.0125582370843457,5.73034539461672e-07,1.19238058315929e-09,-0.252940451104419,-1.01668264058313e-14,0.252940464938895,-1.1947550428e-13,-0.252940466180629,-0.0260694034501012,-3.78932672475601e-10,0.252940451140531,,,,,,,,
left,-0.08310000000000001,0.056400000000000006,-0.00921723082460933,-0.131932388639146,1.72028744174643e-09,-0.134300206915378,-0.0120419922247846,5.50293529215894e-07,1.19238058315929e-09,-0.231214173651649,-8.60209823537792e-15,0.231214187683828,-1.15334497230581e-13,-0.23121418872776,-0.0243730453561492,-3.53398663353012e-10,0.23121417368758,,,,,,,,
left,-0.08310000000000001,0.08484999999999998,-0.0112758585444874,-0.133960660984573,1.72028744174643e-09,-0.134300206915378,-0.0115247770748212,5.24188684248947e-07,1.19304412182775e-09,-0.209320144245684,-7.10961900289728e-15,0.209320158477259,-1.10575894770715e-13,-0.209320159329576,-0.0225521976627721,-3.26056211162341e-10,0.209320144281141,,,,,,,,
left,-0.08310000000000001,0.11330000000000001,-0.0133941428353822,-0.135957903449953,1.72028744174643e-09,-0.134300206915378,-0.0110069824809281,4.94529224659739e-07,1.20383580881622e-09,-0.187263826810911,-5.70468528670716e-15,0.187263841243746,-1.05132216056128e-13,-0.187263841910732,-0.0206074893137609,-2.96934969089367e-10,0.18726382684556,,,,,,,,
left,-0.08310000000000001,0.14175000000000004,-0.0155714960293485,-0.137921646356927,1.72028744174643e-09,-0.134300206915378,-0.0104889980461444,4.61124148344459e-07,1.21463140934086e-09,-0.165050568459241,-4.40635970050076e-15,0.165050583095388,-9.90000214701784e-14,-0.165050583583427,-0.0185397033115296,-2.6606631222029e-10,0.165050568492702,,,,,,,,
left,-0.08310000000000001,0.17019999999999996,-0.0178072408058605,-0.139849451195974,1.72028744174643e-09,-0.134300206915378,-0.00997121149554178,4.23782691800281e-07,1.22542292979588e-09,-0.142685594248908,-3.22602818542151e-15,0.142685609090625,-9.21187990017566e-14,-0.142685609406208,-0.016349767210531,-2.33483121508076e-10,0.142685594280756,,,,,,,,
left,-0.08310000000000001,0.19864999999999994,-0.0201006118875077,-0.141738914143526,1.72028744174643e-09,-0.134300206915378,-0.00945400809142126,3.82314745998944e-07,1.23620226555321e-09,-0.120174003031162,-2.18168785041437e-15,0.120174018080924,-8.44798699780263e-14,-0.120174018230664,-0.0140387436443902,-1.9921957774348e-10,0.120174003060916,,,,,,,,
left,-0.08310000000000001,0.22710000000000002,-0.0224507578546749,-0.143587669368733,1.72028744174643e-09,-0.134300206915378,-0.00893777009676985,3.36531276269323e-07,1.24696146464043e-09,-0.0975207642929006,-1.29760844914577e-15,0.0975207795534269,-7.60032077706401e-14,-0.0975207795440588,-0.0116078209568881,-1.63310963520133e-10,0.0975207643200238,,,,,,,,
left,-0.08310000000000001,0.25555,-0.0248567430649364,-0.14539339213883,1.72028744174643e-09,-0.134300206915378,-0.0084228762852167,2.86244786023001e-07,1.257692713863e-09,-0.074730715904885,-5.81487390111226e-16,0.0747307313791554,-6.66874588067461e-14,-0.0747307312175535,-0.00905830399763708,-1.25793475844514e-10,0.0747307159287773,,,,,,,,
left,-0.08310000000000001,0.284,-0.0273175496641486,-0.147153801732377,1.72028744174643e-09,-0.134300206915378,-0.00790970149550852,2.31331199131677e-07,1.26838808900409e-09,-0.0518085626877539,-5.7144295015168e-17,0.0518085783790332,-5.64807743493093e-14,-0.051808578072221,-0.00639160513440894,-8.67040511211962e-11,0.0518085627077465,,,,,,,,
left,-0.055400000000000005,-0.285,0.0124459187464531,-0.107937200405659,1.72028744174643e-09,-0.134300206915378,-0.0175946966580357,5.44925520587e-07,1.19238058315929e-09,-0.460225218242593,-2.24584932520629e-14,0.460225230162497,-1.14199993811805e-13,-0.460225233718411,-0.036186445736841,-5.30122505385747e-10,0.46022521826618,,,,,,,,
left,-0.055400000000000005,-0.25655,0.0111185474935005,-0.110176763089734,1.72028744174643e-09,-0.134300206915378,-0.0171094998587218,5.41218831096009e-07,1.19238058315929e-09,-0.440502369576224,-2.09465090911081e-14,0.440502381683749,-1.13326475438841e-13,-0.44050238498527,-0.0357324302460019,-5.23846556858017e-10,0.440502369600605,,,,,,,,
left,-0.055400000000000005,-0.22809999999999997,0.00973123952318586,-0.112415009604929,1.72028744174643e-09,-0.134300206915378,-0.0166195224113958,5.35782460813251e-07,1.19238058315929e-09,-0.420552650003755,-1.94089207941238e-14,0.42055266229954,-1.12142492662563e-13,-0.420552665352054,-0.035158076208876,-5.15612222583076e-10,0.420552650028856,,,,,,,,
left,-0.055400000000000005,-0.19965,0.00828346439590068,-0.114649439836873,1.72028744174643e-09,-0.134300206915378,-0.0161251214398323,5.28452582654083e-07,1.19238058315929e-09,-0.400382102954326,-1.78512960309872e-14,0.400382115439072,-1.10593739408798e-13,-0.400382118248059,-0.0344620044963835,-5.05419237127125e-10,0.400382102980058,,,,,,,,
left,-0.055400000000000005,-0.1712,0.00677478617146279,-0.11687752812036,1.72028744174643e-09,-0.134300206915378,-0.0156266618986471,5.19060733614932e-07,1.19238058315929e-09,-0.379996785678057,-1.62858902049805e-14,0.379996798352538,-1.08674643637798e-13,-0.379996800923563,-0.0336430650274371,-4.93271311138692e-10,0.379996785704309,,,,,,,,
left,-0.055400000000000005,-0.14275,0.00520486445817317,-0.119096729243599,1.72028744174643e-09,-0.134300206915378,-0.0151245154784973,5.07434262955532e-07,1.19238058315929e-09,-0.35940274899468,-1.47222182718161e-14,0.359402761859755,-1.06321809274936e-13,-0.35940276419847,-0.0327003327861237,-4.79175935316464e-10,0.359402749021324,,,,,,,,
left,-0.055400000000000005,-0.11429999999999998,0.00357345511472956,-0.121304484266186,1.72028744174643e-09,-0.134300206915378,-0.0146190595424945,4.93396800850999e-07,1.19238058315929e-09,-0.338606018704222,-1.31682886832195e-14,0.338606031760838,-1.03527268160812e-13,-0.338606033872978,-0.0316331027047632,-4.6314417082577e-10,0.338606018731105,,,,,,,,
left,-0.055400000000000005,-0.08584999999999998,0.00188041062610816,-0.123498226132846,1.72028744174643e-09,-0.134300206915378,-0.014110676099604,4.76768714308753e-07,1.19238058315929e-09,-0.317612578671191,-1.16354153166291e-14,0.3176125919204,-1.00264287793039e-13,-0.317612593811784,-0.0304408835522685,-4.45190429176307e-10,0.317612578698137,,,,,,,,
left,-0.055400000000000005,-0.05740000000000001,0.000125680175367571,-0.125675385069547,1.72028744174643e-09,-0.134300206915378,-0.0135997508197412,4.57367600202177e-07,1.19238058315929e-09,-0.296428355570143,-1.01389589127498e-14,0.296428369013109,-9.6463833123514e-14,-0.296428370689638,-0.0291233909668673,-4.25332241896185e-10,0.296428355596947,,,,,,,,
left,-0.055400000000000005,-0.028949999999999976,-0.00169069056629212,-0.127833393752628,1.72028744174643e-09,-0.134300206915378,-0.0130866720942803,4.35008738714802e-07,1.19238058315929e-09,-0.275059205260139,-8.68739519871348e-15,0.275059218898149,-9.21167136213349e-14,-0.275059220365808,-0.0276805397694708,-4.0359002635744e-10,0.275059205286566,,,,,,,,
left,-0.055400000000000005,-0.0005000000000000004,-0.00356855990890795,-0.129969692245241,1.72028744174643e-09,-0.134300206915378,-0.0125718301447466,4.09505579591776e-07,1.19238058315929e-09,-0.253510900738699,-7.29529720035777e-15,0.253510914573176,-8.71793070015822e-14,-0.253510915838038,-0.0261124356891355,-3.79986849656292e-10,0.253510900764481,,,,,,,,
left,-0.055400000000000005,0.027949999999999975,-0.00550769085062633,-0.132081732698582,1.72028744174643e-09,-0.134300206915378,-0.012055616181611,3.8067019094724e-07,1.19238058315929e-09,-0.231789121612099,-5.9786347421713e-15,0.231789135644613,-8.16120440189174e-14,-0.23178913671284,-0.0244193666255953,-3.54548192043849e-10,0.231789121636932,,,,,,,,
left,-0.055400000000000005,0.056400000000000006,-0.0075077520007633,-0.134166983818119,1.72028744174643e-09,-0.134300206915378,-0.0115384216143254,3.48313716726267e-07,1.19275975207778e-09,-0.209899445008101,-4.7491255419058e-15,0.209899459240385,-7.53861190578232e-14,-0.209899460118231,-0.0226017935660871,-3.27301713143756e-10,0.20989944503164,,,,,,,,
left,-0.055400000000000005,0.08484999999999998,-0.0095683186986084,-0.136222935097322,1.72028744174643e-09,-0.134300206915378,-0.0110206373130496,3.1224682323615e-07,1.20355118926607e-09,-0.18784733784923,-3.6254354728982e-15,0.187847352283191,-6.84537023097037e-14,-0.18784735297701,-0.0206603412650219,-2.98277022460457e-10,0.187847337871087,,,,,,,,
left,-0.055400000000000005,0.11330000000000001,-0.0116888743085487,-0.138247100823277,1.72028744174643e-09,-0.134300206915378,-0.0105026529219184,2.72280130567066e-07,1.21434684530186e-09,-0.165638150399209,-2.62119848663017e-15,0.165638165036949,-6.07886694608567e-14,-0.165638165553197,-0.0185957887857713,-2.67505456330798e-10,0.165638150418949,,,,,,,,
left,-0.055400000000000005,0.14175000000000004,-0.0138688116732322,-0.140237023860111,1.72028744174643e-09,-0.134300206915378,-0.00998485622317939,2.28224626894753e-07,1.22513853229034e-09,-0.14327711099184,-1.75452130334602e-15,0.143277125835667,-5.23517928101642e-14,-0.143277126180913,-0.0164090599942289,-2.35019861504443e-10,0.143277111008975,,,,,,,,
left,-0.055400000000000005,0.17019999999999996,-0.0161074347077057,-0.142190279217285,1.72028744174643e-09,-0.134300206915378,-0.00946763255109675,1.79892109775187e-07,1.23591829825909e-09,-0.120769321850188,-1.04186134566144e-15,0.120769336902638,-4.31089809436045e-14,-0.120769337083571,-0.0141012140841129,-2.00854389002045e-10,0.120769321864175,,,,,,,,
left,-0.055400000000000005,0.19864999999999994,-0.0184039601187166,-0.144104477410701,1.72028744174643e-09,-0.134300206915378,-0.0089513642541569,1.27095594436001e-07,1.24667817735791e-09,-0.0981197559041405,-5.00293163127758e-16,0.0981197711679971,-3.30019387145843e-14,-0.0981197711914342,-0.0116734362043902,-1.65044295239042e-10,0.0981197559143742,,,,,,,,
left,-0.055400000000000005,0.22710000000000002,-0.0207575192346323,-0.145977267625156,1.72028744174643e-09,-0.134300206915378,-0.00843643020382383,6.96497503076843e-08,1.25741021761439e-09,-0.0753332545158836,-1.48002599772086e-16,0.0753332699941973,-2.20187627402579e-14,-0.0753332698670988,-0.00912702824990539,-1.2762575540554e-10,0.0753332545216916,,,,,,,,
left,-0.055400000000000005,0.25555,-0.0231671599326786,-0.147806340687041,1.72028744174643e-09,-0.134300206915378,-0.00792320534786775,7.3873948596575e-09,1.26810661971177e-09,-0.0524145260254585,-2.21703540639737e-18,0.0524145417215725,-1.01286421804927e-14,-0.052414541451051,-0.0064633998674009,-8.86356877281568e-11,0.0524145260260948,,,,,,,,
left,-0.055400000000000005,0.284,-0.0256318486514108,-0.149589431856346,1.72028744174643e-09,-0.134300206915378,-0.00741206030612531,6.040579908117e-08,1.27875976474456e-09,-0.0293681450319775,-8.29651360465938e-17,0.0293681609495529,2.73866936886101e-15,-0.0293681605428885,-0.0036840597207316,-4.81115856795044e-11,0.0293681450266181,,,,,,,,
left,-0.027700000000000002,-0.285,0.0141998974923888,-0.109766550198318,1.72028744174643e-09,-0.134300206915378,-0.0171223538466131,4.26221920839593e-07,1.19238058315929e-09,-0.441025254677556,-1.65295150982037e-14,0.441025266783282,-9.21337070322167e-14,-0.44102527010003,-0.0357459371436092,-5.23876819872493e-10,0.441025254696736,,,,,,,,
left,-0.027700000000000002,-0.25655,0.0128767017000125,-0.112042384180754,1.72028744174643e-09,-0.134300206915378,-0.0166324978984332,4.16184119553932e-07,1.19238058315929e-09,-0.421081439182388,-1.51116974643415e-14,0.421081451476489,-8.98519694203006e-14,-0.421081454544878,-0.0351747742837508,-5.15728258728909e-10,0.421081439201866,,,,,,,,
left,-0.027700000000000002,-0.22809999999999997,0.0114929708557925,-0.114316143949753,1.72028744174643e-09,-0.134300206915378,-0.0161382089068182,4.04091751559283e-07,1.19238058315929e-09,-0.400916636659023,-1.36864378906378e-14,0.400916649142217,-8.7185683029377e-14,-0.400916651967773,-0.0344819271601002,-5.05622265963251e-10,0.400916636678679,,,,,,,,
left,-0.027700000000000002,-0.19965,0.0100481967461239,-0.11658531754791,1.72028744174643e-09,-0.134300206915378,-0.0156398516341072,3.89776056873524e-07,1.19238058315929e-09,-0.380536904261048,-1.22649542211493e-14,0.380536916934124,-8.40964144145126e-14,-0.380536919522464,-0.0336662396996765,-4.93562465568542e-10,0.380536904280742,,,,,,,,
left,-0.027700000000000002,-0.1712,0.0085419661004414,-0.118847370677111,1.72028744174643e-09,-0.134300206915378,-0.0151377976071648,3.73064315037507e-07,1.19238058315929e-09,-0.359948293224257,-1.08570379945838e-14,0.359948306088093,-8.05827334344588e-14,-0.35994830844492,-0.0327267810148221,-4.79556265551887e-10,0.359948293243827,,,,,,,,
left,-0.027700000000000002,-0.14275,0.00697396146302534,-0.121099752499741,1.72028744174643e-09,-0.134300206915378,-0.0146324240528937,3.53780294598422e-07,1.19238058315929e-09,-0.339156830233257,-9.47321307346171e-15,0.339156843288821,-7.65607081729848e-14,-0.339156845419925,-0.0316628403143739,-4.63614649749182e-10,0.339156830252515,,,,,,,,
left,-0.027700000000000002,-0.11429999999999998,0.00534396173268617,-0.123339901245208,1.72028744174643e-09,-0.134300206915378,-0.0141241128705931,3.31744708064628e-07,1.19238058315929e-09,-0.318168500461601,-8.12571533014591e-15,0.318168513709968,-7.203357899032e-14,-0.318168515621224,-0.0304739208164501,-4.45751955545059e-10,0.318168500480333,,,,,,,,
left,-0.027700000000000002,-0.08584999999999998,0.00365184239188332,-0.125565249607654,1.72028744174643e-09,-0.134300206915378,-0.0136132496459045,3.0677569160994e-07,1.19238058315929e-09,-0.296989232273888,-6.82836633591919e-15,0.296989245716246,-6.69286162357916e-14,-0.296989247413613,-0.0291597328019614,-4.25985646602535e-10,0.296989232291849,,,,,,,,
left,-0.027700000000000002,-0.05740000000000001,0.00189757544733651,-0.127773229924785,1.72028744174643e-09,-0.134300206915378,-0.0131002227100829,2.78689260265473e-07,1.19238058315929e-09,-0.275624883557843,-5.59061792078934e-15,0.275624897195508,-6.1250775802381e-14,-0.275624898685033,-0.027720185945229,-4.04336077102308e-10,0.275624883574757,,,,,,,,
left,-0.027700000000000002,-0.028949999999999976,8.12291042723438e-05,-0.129961279131419,1.72028744174643e-09,-0.134300206915378,-0.0125854222473917,2.47299761869775e-07,1.19238058315929e-09,-0.254081229637396,-4.429807048999e-15,0.254081243471823,-5.49405403029101e-14,-0.25408124475964,-0.0261553810533078,-3.80826256362883e-10,0.254081229652951,,,,,,,,
left,-0.027700000000000002,-0.0005000000000000004,-0.00179703280381599,-0.132126843484533,1.72028744174643e-09,-0.134300206915378,-0.0120692394525578,2.12420352585497e-07,1.19238058315929e-09,-0.232363952703906,-3.35749071360693e-15,0.232363966736701,-4.7969168973963e-14,-0.232363967829037,-0.0244656013391798,-3.55481611674918e-10,0.23236395271775,,,,,,,,
left,-0.027700000000000002,0.027949999999999975,-0.00373695160857569,-0.134267383059356,1.72028744174643e-09,-0.134300206915378,-0.0115520657394481,1.73863431303067e-07,1.19247536845002e-09,-0.210478632691892,-2.39021183868084e-15,0.210478646924825,-4.02961196931966e-14,-0.210478647828002,-0.0226513033462595,-3.28329754872456e-10,0.21047863270363,,,,,,,,
left,-0.027700000000000002,0.056400000000000006,-0.00573817480283747,-0.136380376018407,1.72028744174643e-09,-0.134300206915378,-0.011034292001433,1.31441076043006e-07,1.20326662522707e-09,-0.18843073951754,-1.5440639545521e-15,0.188430753952564,-3.1890090187626e-14,-0.188430754673004,-0.0207131076329996,-2.99400252627081e-10,0.188430739526733,,,,,,,,
left,-0.027700000000000002,0.08484999999999998,-0.00780025721973086,-0.138463322657267,1.72028744174643e-09,-0.134300206915378,-0.0105163079233017,8.49654788371213e-08,1.2140622396295e-09,-0.166225626592738,-8.33935402124406e-16,0.166225641232,-2.27040307690986e-14,-0.166225641776232,-0.0186517893171179,-2.68724402893918e-10,0.166225626598892,,,,,,,,
left,-0.027700000000000002,0.11330000000000001,-0.00992266237640328,-0.140513749232449,1.72028744174643e-09,-0.134300206915378,-0.00999850134407107,3.4249348394814e-08,1.22485414866258e-09,-0.143868525523955,-2.7597867443874e-16,0.143868540369816,-1.27240717498883e-14,-0.143868540744484,-0.0164682685693609,-2.36335019085516e-10,0.143868525526524,,,,,,,,
left,-0.027700000000000002,0.14175000000000004,-0.012104763965057,-0.142529211577957,1.72028744174643e-09,-0.134300206915378,-0.00948125766959534,2.08936443230091e-08,1.23563437259833e-09,-0.121364541903876,1.09171568156939e-16,0.12136455695893,-1.89201304074138e-15,-0.1213645571708,-0.0141636011370236,-2.02266222558413e-10,0.121364541902253,,,,,,,,
left,-0.027700000000000002,0.17019999999999996,-0.0143458474752464,-0.14450729851798,1.72028744174643e-09,-0.134300206915378,-0.00896495933351979,8.06484888586534e-08,1.24639483456424e-09,-0.0987186521038076,3.09342452423202e-16,0.0987186673709011,9.81478622221376e-15,-0.0987186674268731,-0.0117389689678567,-1.66553244612337e-10,0.0987186520973189,,,,,,,,
left,-0.027700000000000002,0.19864999999999994,-0.0166451119326267,-0.146445635083868,1.72028744174643e-09,-0.134300206915378,-0.00844998530483343,1.45198379229635e-07,1.25712772136577e-09,-0.0759357009763613,2.97982068751977e-16,0.0759357164586157,2.24390367626873e-14,-0.0759357163657328,-0.00919567099568484,-1.29232239380881e-10,0.0759357009642636,,,,,,,,
left,-0.027700000000000002,0.22710000000000002,-0.0190016717405806,-0.14834188554388,1.72028744174643e-09,-0.134300206915378,-0.00793671064004985,2.14724268762659e-07,1.26782513654167e-09,-0.053020400380491,6.67647721296242e-17,0.0530204160813268,3.60425777660584e-14,-0.0530204158467905,-0.00653511414015067,-9.0340106527939e-11,0.0530204003619624,,,,,,,,
left,-0.027700000000000002,0.25555,-0.0214145586123596,-0.150193756254447,1.72028744174643e-09,-0.134300206915378,-0.00742550607787731,2.91792004821725e-07,1.27847950281978e-09,-0.0299773284443671,-4.04252934268739e-16,0.0299773443675306,5.06097676287016e-14,-0.0299773439987136,-0.00375880456460091,-4.99143258109177e-11,0.0299773284185026,,,,,,,,
left,-0.027700000000000002,0.284,-0.0238827235825367,-0.151998998341689,1.72028744174643e-09,-0.134300206915378,-0.00691673767412435,3.75564090247626e-07,1.28908306251674e-09,-0.0068109294856202,-1.14077056206531e-15,0.00681094563521274,6.62073021937014e-14,-0.00681094513967659,-0.000868339228301738,-7.99280198605437e-12,0.00681092945142236,,,,,,,,
left,0.0,-0.285,0.016008919793782,-0.111581817589779,1.72028744174643e-09,-0.134300206915378,-0.0166454703013919,2.97526302621908e-07,1.19238058315929e-09,-0.421610074666335,-1.08335974001822e-14,0.421610086958727,-6.74556171027223e-14,-0.421610090042897,-0.0351913877723115,-5.1564050046386e-10,0.421610074680245,,,,,,,,
left,0.0,-0.25655,0.0146902993868383,-0.113893071839891,1.72028744174643e-09,-0.134300206915378,-0.016151293543125,2.80713585721522e-07,1.19238058315929e-09,-0.401451020872588,-9.54076261821859e-15,0.401451033354201,-6.3694573844175e-14,-0.401451036196226,-0.0345017644331842,-5.05620302529479e-10,0.401451020886229,,,,,,,,
left,0.0,-0.22809999999999997,0.0133105461326886,-0.11620149852694,1.72028744174643e-09,-0.134300206915378,-0.0156530387969828,2.61517267970717e-07,1.19238058315929e-09,-0.38107687755197,-8.25393331662211e-15,0.381076890223612,-5.94895782142047e-14,-0.381076892829157,-0.0336893283334361,-4.93647412964935e-10,0.38107687756517,,,,,,,,
left,0.0,-0.19965,0.0118691742279253,-0.118504576354292,1.72028744174643e-09,-0.134300206915378,-0.0151510774252982,2.39764543311822e-07,1.19238058315929e-09,-0.360493696343388,-7.00541061854011e-15,0.360493709205952,-5.47770595144026e-14,-0.360493711580773,-0.0327531427101187,-4.79729158052893e-10,0.360493696355953,,,,,,,,
left,0.0,-0.1712,0.0103657931663581,-0.120799764688504,1.72028744174643e-09,-0.134300206915378,-0.0146457865180508,2.15279296396504e-07,1.19238058315929e-09,-0.339707504804243,-5.79237951970481e-15,0.339707517858719,-4.95584494330255e-14,-0.33970752000866,-0.0316924910443448,-4.63876443861034e-10,0.33970750481595,,,,,,,,
left,0.0,-0.14275,0.00880010844239933,-0.12308450915385,1.72028744174643e-09,-0.134300206915378,-0.0141375478641885,1.87882575054769e-07,1.19238058315929e-09,-0.318724289406503,-4.62808755091689e-15,0.318724302653989,-4.37822734676234e-14,-0.318724304584979,-0.0305068709986007,-4.46103535552241e-10,0.318724289417101,,,,,,,,
left,0.0,-0.11429999999999998,0.0071719219376498,-0.125356247027042,1.72028744174643e-09,-0.134300206915378,-0.0136267469644252,1.57393014493657e-07,1.19238058315929e-09,-0.297549980195314,-3.52608694829804e-15,0.297549993637023,-3.74101100284463e-14,-0.297549995355082,-0.0291959874911408,-4.26427828552072e-10,0.297549980204521,,,,,,,,
left,0.0,-0.08584999999999998,0.00548113201244857,-0.127612412421381,1.72028744174643e-09,-0.134300206915378,-0.0131137720892771,1.23627328478733e-07,1.19238058315929e-09,-0.276190437078676,-2.501922067686e-15,0.276190450715953,-3.04038141190066e-14,-0.276190452227185,-0.0277597450439467,-4.04869614640065e-10,0.276190437086173,,,,,,,,
left,0.0,-0.05740000000000001,0.00372773332434176,-0.129850441253233,1.72028744174643e-09,-0.134300206915378,-0.0125990133851602,8.64007469492583e-08,1.19238058315929e-09,-0.254651437699589,-1.56819599599302e-15,0.254651451533918,-2.27458571178787e-14,-0.254651452844521,-0.0261982395359992,-3.81451845413431e-10,0.254651437705019,,,,,,,,
left,0.0,-0.028949999999999976,0.00191181639526152,-0.132067775986918,1.72028744174643e-09,-0.134300206915378,-0.0120828620305083,4.55274672689813e-08,1.19238058315929e-09,-0.232938666828165,-7.39885183174361e-16,0.232938680861187,-1.43854129157297e-14,-0.23293868197745,-0.0245117494872142,-3.56199895974886e-10,0.232938666831129,,,,,,,,
left,0.0,-0.0005000000000000004,3.35669487287347e-05,-0.134261870156927,1.72028744174643e-09,-0.134300206915378,-0.0115657094430895,8.2109904555897e-10,1.19238058315929e-09,-0.211057707200291,-3.13316006730028e-17,0.211057721433816,-5.28782004588486e-15,-0.211057722362129,-0.0227007269907035,-3.29141330939025e-10,0.211057707200347,,,,,,,,
left,0.0,0.027949999999999975,-0.00190673496232274,-0.1364301926687,1.72028744174643e-09,-0.134300206915378,-0.0110479465390076,4.79049084361645e-08,1.20298201955471e-09,-0.189014031721325,5.40635175043617e-16,0.189014046157346,4.58094136933557e-15,-0.189014046904199,-0.0207657884023847,-3.00305674593248e-10,0.189014031717977,,,,,,,,
left,0.0,0.056400000000000006,-0.00390871601741198,-0.138570231881202,1.72028744174643e-09,-0.134300206915378,-0.0105299630432636,1.00836836500423e-07,1.21377764783492e-09,-0.166812996947639,9.60010657427668e-16,0.166813011588352,1.52571574806621e-14,-0.166813012160346,-0.0187077048877112,-2.69724187267791e-10,0.166812996940342,,,,,,,,
