side,target_rotation_rad,target_shape_rad,q_a_command_rad,q_b_command_rad,actual_rotation_rad,actual_shape_rad,rotation_tracking_error_rad,shape_tracking_error_rad,wheel_hx_m,wheel_hz_m,wheel_radius_m,wheel_angle_rad,other_wheel_hx_m,other_wheel_hz_m,gas_slide_q_m,max_abs_nonwheel_qvel,max_abs_equality_residual_m,q_link_005_joint_rad,q_link_006_joint_rad,q_link_007_joint_rad,q_link_008_joint_rad,q_link_009_joint_rad,q_link_011_joint_rad,q_link_013_joint_rad,q_link_004_joint_rad,q_link_017_joint_rad,q_link_019_joint_rad,q_link_021_joint_rad,q_link_020_joint_rad,q_link_022_joint_rad,q_link_024_joint_rad,q_link_016_joint_rad,q_link_018_joint_rad
left,-0.2617993877991496,0.02782499999999999,-0.23397438779914959,0.28962438779914956,-0.261799387738048,0.02782499968597102,1.1415026923700111e-08,-3.1402896949472847e-10,-0.035863994410267,-0.133846255412917,0.138567839642247,-0.26179937638412265,1.72028746950201e-09,-0.134300206915378,-0.0105436173950066,1.0640179463155e-08,1.21349304216256e-09,-0.167400223583246,-1.97358252415272e-15,0.167400238217016,2.74877999139556e-15,-0.167400238788151,-0.0187635318893106,-2.65277730968365e-10,0.167400223585656,,,,,,,,
left,0.0,0.02782499999999999,0.02782499999999999,0.02782499999999999,3.936250630998117e-12,0.02782499974500165,1.0591795752236834e-08,-2.549983384170229e-10,1.46768225550111e-09,-0.138567839659404,0.138567839659404,1.0591795752236834e-08,1.72028746950201e-09,-0.134300206915378,-0.0105436173948127,2.20885416050962e-09,1.21349304216256e-09,-0.167400223583369,-2.20250407006193e-16,0.16740023821522,-4.60269440465488e-15,-0.167400238779996,-0.0187635318880836,-2.70569211623438e-10,0.167400223583048,,,,,,,,
left,0.2617993877991496,0.02782499999999999,0.28962438779914956,-0.23397438779914959,0.261799387753469,0.027824999827345,9.766488562323872e-09,-1.7265498752916386e-10,0.0358639972479398,-0.13384625466299,0.1385678396523169,0.26179939756563814,1.72028746950201e-09,-0.134300206915378,-0.0105436173933385,5.07818774542624e-09,1.21349308379592e-09,-0.167400223527519,1.25358833284166e-15,0.167400238157654,1.1527207431345e-14,-0.167400238716773,-0.0187635318816775,-2.63200190874339e-10,0.167400223525395,,,,,,,,
left,0.5235987755982987,0.02782499999999999,0.5514237755982987,-0.4957737755982987,0.52359877548381,0.027824999980236992,9.078518825589299e-09,-1.9762996794625565e-11,0.0692839208954252,-0.120003268622478,0.13856783961194657,0.5235987846768175,1.72028746950201e-09,-0.134300206915378,-0.0105436173932279,1.66244162556299e-08,1.21349304216256e-09,-0.167400223521389,3.73686542372328e-15,0.167400238151904,5.17846277554873e-14,-0.167400238711807,-0.0187635318812533,-2.43030956403947e-10,0.167400223503146,,,,,,,,
left,0.7853981633974478,0.02782499999999999,0.8132231633974478,-0.7575731633974478,0.785398163228038,0.027825000172173986,8.599700729305937e-09,1.7217399728153282e-10,0.0979822598347467,-0.0979822581495106,0.13856783953862148,0.7853981719971486,1.72028746950201e-09,-0.134300206915378,-0.0105436173948436,3.11056349630294e-08,1.21349306991814e-09,-0.167400223572562,6.08179253892127e-15,0.167400238207382,1.16359645334097e-13,-0.167400238780481,-0.0187635318886947,-2.09895518452207e-10,0.167400223523412,,,,,,,,
left,1.0471975511965974,0.02782499999999999,1.0750225511965974,-1.0193725511965974,1.04719755101407,0.027825000376569986,8.390997452423221e-09,3.7656999740676156e-10,0.120003269679485,-0.0692839187104898,0.1385678394348738,1.0471975595875949,1.72028746950201e-09,-0.134300206915378,-0.0105436173984772,7.04805947870745e-08,1.21349305604035e-09,-0.167400223686873,7.32805454160851e-15,0.167400238331456,2.05477034418367e-13,-0.167400238935163,-0.0187635319055305,-1.63601817648512e-10,0.167400223591693,,,,,,,,
left,1.3089969389957474,0.02782499999999999,1.3368219389957474,-1.2811719389957474,1.30899693887979,0.027825000558330037,8.514022153960354e-09,5.583300488609666e-10,0.133846254981485,-0.0358639947108316,0.13856783930330752,1.3089969475097696,1.72028746950201e-09,-0.134300206915378,-0.0105436174046646,1.29567086214052e-07,1.21349304216256e-09,-0.167400223877582,6.18327285629189e-15,0.167400238539621,3.19138799785049e-13,-0.167400239198636,-0.0187635319344399,-1.03928810341554e-10,0.167400223720045,,,,,,,,
left,1.5707963267948966,0.02782499999999999,1.5986213267948965,-1.5429713267948966,1.570796326885645,0.027825000657694998,9.01742791548088e-09,6.576950095649181e-10,0.138567839147475,1.24952549785412e-09,0.138567839147475,1.5707963358123245,1.72028746950201e-09,-0.134300206915378,-0.0105436174137717,2.12133162341363e-07,1.21349304216256e-09,-0.167400224147243,5.59535513964473e-16,0.167400238837433,4.57360808359122e-13,-0.167400239586305,-0.0187635319775843,-3.0629095397146e-11,0.167400223911738,,,,,,,,
left,1.8325957145940457,0.02782499999999999,1.8604207145940457,-1.8047707145940457,1.832595715097805,0.02782500059709503,9.881629736696596e-09,5.970950400779884e-10,0.133846254007484,0.0358639970888151,0.13856783897796224,1.8325957244756754,1.72028746950201e-09,-0.134300206915378,-0.0105436174245427,3.14899938078942e-07,1.21349304216256e-09,-0.167400224435567,-1.2111479199072e-14,0.167400239165994,6.19852149697694e-13,-0.167400240044116,-0.0187635320301779,5.6566953415417e-11,0.167400224116052,,,,,,,,
left,2.0943951023931957,0.02782499999999999,2.1222201023931957,-2.0665701023931957,2.0943951035352653,0.027825000332564853,1.098735635807202e-08,3.3256486453581147e-10,0.120003267800817,0.0692839207264614,0.13856783881588539,2.094395113380552,1.72028746950201e-09,-0.134300206915378,-0.0105436174335604,4.23345572816e-07,1.21349304216256e-09,-0.167400224608738,-3.29256147376657e-14,0.167400239388407,8.06695114432091e-13,-0.167400240425663,-0.018763532077653,1.57953136058468e-10,0.167400224218033,,,,,,,,
left,2.356194490192345,0.02782499999999999,2.384019490192345,-2.328369490192345,2.35619449235908,0.02782499969383001,1.2341967448037394e-08,-3.0616997825916314e-10,0.097982257164412,0.0979822595829997,0.1385678386640396,2.3561945025343123,1.72028746950201e-09,-0.134300206915378,-0.010543617440556,5.41702968801111e-07,1.21349301440699e-09,-0.167400224626455,-6.77373705237315e-14,0.167400239470888,1.01699521831211e-12,-0.167400240718755,-0.0187635321203863,2.73877954511407e-10,0.16740022418617,,,,,,,,
left,2.617993877991494,0.02782499999999999,2.645818877991494,-2.590168877991494,2.617993881776415,0.027824998430555192,1.3809045462664926e-08,-1.569444796345465e-09,0.0692839176126367,0.120003269279482,0.1385678385395345,2.6179938918005394,1.72028746950201e-09,-0.134300206915378,-0.0105436174411813,6.57264333121476e-07,1.21349306991814e-09,-0.167400224284709,-1.24320893015071e-13,0.167400239213161,1.24984716032208e-12,-0.167400240736347,-0.018763532141568,4.0472660908236e-10,0.16740022384929,,,,,,,,
left,2.879793265790643,0.02782499999999999,2.907618265790643,-2.851968265790643,2.879793271746865,0.027824996494814958,1.4914997681358955e-08,-3.505185031116298e-09,0.0358639936458954,0.133846254434075,0.1385678384989243,2.879793280705641,1.72028746950201e-09,-0.134300206915378,-0.0105436174232236,1.00691781601912e-06,1.21349306991814e-09,-0.167400223125995,-2.03033277824392e-13,0.167400238142004,1.50567695399916e-12,-0.167400239955684,-0.0187635320880765,5.50869797444147e-10,0.167400222812942,,,,,,,,
left,3.141592653589793,0.02782499999999999,3.169417653589793,-3.113767653589793,3.141592662663795,0.0278249933415049,1.5105470897017476e-08,-6.658495088629479e-09,-2.09313250484923e-09,0.138567838602557,0.13856783860255703,-3.141592638484322,1.72028746950201e-09,-0.134300206915378,-0.0105436173696023,1.55873848992969e-06,1.21349304216256e-09,-0.167400220427548,-3.19748978579391e-13,0.167400235531478,1.78209110530194e-12,-0.167400237643782,-0.0187635318898583,7.12772726546933e-10,0.167400220464312,,,,,,,,
left,-3.141592653589793,0.05590000000000006,-3.085692653589793,3.1974926535897934,-3.141592649839025,0.055899999757245133,1.973234686758474e-08,-2.427549272709939e-10,-2.81916261640733e-09,0.142870110579971,0.14287011057997104,-3.1415926338574462,1.72028746950201e-09,-0.134300206915378,-0.00952213516072659,1.27034083431005e-06,1.23478238744923e-09,-0.123149530485738,-9.69390851368061e-14,0.123149546043967,1.34033170142521e-12,-0.123149547617506,-0.0143502538998921,6.73634714187348e-10,0.123149529265655,,,,,,,,
left,-2.8797932657906435,0.05590000000000006,-2.8238932657906437,2.9356932657906434,-2.87979326303991,0.05589999998490991,1.839297958383668e-08,-1.5090151350705128e-11,-0.0369775081874731,0.138001929139877,0.14287011079327358,-2.879793247397664,1.72028746950201e-09,-0.134300206915378,-0.00952213512043124,9.84256699342049e-07,1.23478238744923e-09,-0.123149529185324,-6.91456455039541e-14,0.123149544619904,1.13915916777169e-12,-0.123149545871164,-0.0143502536908539,5.30898981934986e-10,0.123149528224292,,,,,,,,
left,-2.6179938779914944,0.05590000000000006,-2.5620938779914946,2.6738938779914943,-2.617993876196885,0.05590000023571484,1.7140509012136818e-08,2.3571478102724086e-10,-0.0714350576328602,0.123729144363992,0.1428701110241594,-2.6179938608509854,1.72028746950201e-09,-0.134300206915378,-0.00952213508242228,7.1730664011566e-07,1.23478240132702e-09,-0.12314952795739,-4.23909470117912e-14,0.123149543275728,9.51015948685469e-13,-0.123149544223863,-0.0143502534937618,4.01070396368986e-10,0.123149527236184,,,,,,,,
left,-2.356194490192345,0.05590000000000006,-2.3002944901923446,2.412094490192345,-2.3561944891283098,0.055900000356660096,1.6140542236087185e-08,3.5666003483925124e-10,-0.101024426119054,0.101024422857876,0.14287011124252386,-2.3561944740518026,1.72028746950201e-09,-0.134300206915378,-0.00952213505181891,4.98317490287133e-07,1.23478238744923e-09,-0.12314952696693,-2.24728307993701e-14,0.123149542192054,7.76155390728203e-13,-0.123149542897499,-0.0143502533351388,2.84010954663743e-10,0.123149526447348,,,,,,,,
left,-2.0943951023931957,0.05590000000000006,-2.0384951023931954,2.150295102393196,-2.09439510171794,0.05590000027292996,1.560852158632997e-08,2.7292990090188596e-10,-0.123729147038754,0.0714350537744554,0.14287011141136882,-2.094395086784674,1.72028746950201e-09,-0.134300206915378,-0.00952213503548258,3.61875957122437e-07,1.23478237357144e-09,-0.123149526458343,-1.25122333362688e-14,0.123149541628158,6.15414195446791e-13,-0.123149542190065,-0.0143502532493042,1.79636243505045e-10,0.123149526070131,,,,,,,,
left,-1.832595714594046,0.05590000000000006,-1.7766957145940458,1.888495714594046,-1.832595714232245,0.055900000178285,1.5048303714237932e-08,1.7828494236482584e-10,-0.138001931138706,0.0369775037767567,0.14287011158241675,-1.8325956995457422,1.72028746950201e-09,-0.134300206915378,-0.00952213502159276,2.4583538965518e-07,1.23478240132702e-09,-0.123149526023216,-4.64441092344193e-15,0.123149541146701,4.70164301997591e-13,-0.123149541588509,-0.0143502531764638,8.78157066253551e-11,0.123149525748409,,,,,,,,
left,-1.5707963267948966,0.05590000000000006,-1.5148963267948965,1.6266963267948966,-1.57079632663847,0.05590000004479001,1.4479735410688477e-08,4.4789949527057615e-11,-0.14287011174338,-2.06872142220955e-09,0.14287011174338002,-1.5707963123151611,1.72028746950201e-09,-0.134300206915378,-0.00952213501114369,1.55595693328733e-07,1.23478235969365e-09,-0.123149525694193,2.73037379406264e-17,0.123149540783203,3.43159779106036e-13,-0.123149541135945,-0.0143502531217376,8.50176249274183e-12,0.123149525511143,,,,,,,,
left,-1.3089969389957472,0.05590000000000006,-1.2530969389957471,1.3648969389957473,-1.308996938939305,0.05589999988358496,1.394206550209276e-08,-1.1641509978232989e-10,-0.138001930354941,-0.0369775078547137,0.1428701118808108,-1.3089969250536817,1.72028746950201e-09,-0.134300206915378,-0.00952213500555572,9.73581616033442e-08,1.23478238744923e-09,-0.123149525526865,1.78040365528348e-15,0.123149540595028,2.33777620106892e-13,-0.123149540894183,-0.0143502530919639,-5.83346779508388e-11,0.123149525406025,,,,,,,,
left,-1.0471975511965979,0.05590000000000006,-0.9912975511965978,1.103097551196598,-1.0471975511922376,0.05589999973332255,1.3329477077661522e-08,-2.666775134052557e-10,-0.123729145482254,-0.0714350576497748,0.14287011200105998,-1.0471975378671208,1.72028746950201e-09,-0.134300206915378,-0.00952213500192107,5.59869631759104e-08,1.23478238744923e-09,-0.123149525419406,2.28376396412877e-15,0.123149540473589,1.43855625719175e-13,-0.123149540736983,-0.0143502530725051,-1.12723196089347e-10,0.123149525344636,,,,,,,,
left,-0.7853981633974483,0.05590000000000006,-0.7294981633974482,0.8412981633974483,-0.7853981634128104,0.05589999960560249,1.2640047120093811e-08,-3.943975701581337e-10,-0.101024423817664,-0.101024426371571,0.14287011209975292,-0.7853981507574012,1.72028746950201e-09,-0.134300206915378,-0.00952213499970616,2.84619186257422e-08,1.23478238744923e-09,-0.123149525354133,1.9833189506006e-15,0.123149540399699,7.45501941624815e-14,-0.123149540641205,-0.0143502530606223,-1.54657959900615e-10,0.123149525311593,,,,,,,,
left,-0.5235987755982987,0.05590000000000006,-0.46769877559829864,0.5794987755982988,-0.5235987756156499,0.05589999951007402,1.1878679595511699e-08,-4.899260441781905e-10,-0.0714350546173543,-0.123729147432932,0.14287011217418644,-0.5235987637196191,1.72028746950201e-09,-0.134300206915378,-0.0095221349982103,1.10474879944738e-08,1.23478240132702e-09,-0.123149525306719,1.33762635923701e-15,0.123149540347344,2.62766297108794e-14,-0.123149540576434,-0.0143502530527767,-1.84110154754143e-10,0.123149525285832,,,,,,,,
left,-0.2617993877991496,0.05590000000000006,-0.2058993877991495,0.31769938779914964,-0.261799387808799,0.05589999945107001,1.1068085781218429e-08,-5.489300541894337e-10,-0.0369775044915991,-0.138001931609423,0.14287011222210927,-0.2617993767310638,1.72028746950201e-09,-0.134300206915378,-0.00952213499691388,3.28857999314338e-09,1.23478240132702e-09,-0.123149525258602,5.32543264704087e-16,0.12314954029685,6.34993260636095e-17,-0.123149540520101,-0.0143502530463717,-2.01026694661555e-10,0.123149525251353,,,,,,,,
left,0.0,0.05590000000000006,0.05590000000000006,0.05590000000000006,1.6663476154477053e-12,0.05589999943317335,1.0249248515894859e-08,-5.668267105685132e-10,1.46431128585832e-09,-0.142870112241636,0.142870112241636,1.0249248515894859e-08,1.72028746950201e-09,-0.134300206915378,-0.00952213499561098,3.92603714140488e-09,1.23478237357144e-09,-0.123149525202972,-2.41119043769558e-16,0.123149540240823,-3.40931878127865e-15,-0.12314954046328,-0.0143502530403498,-2.05327420527231e-10,0.123149525202226,,,,,,,,
left,0.2617993877991496,0.05590000000000006,0.31769938779914964,-0.2058993877991495,0.261799387810026,0.05589999945626099,9.443703596900832e-09,-5.437390676599207e-10,0.0369775073257819,-0.138001930864071,0.142870112235695,0.26179939724285317,1.72028746950201e-09,-0.134300206915378,-0.009522134993402,6.60595389174763e-09,1.23478238744923e-09,-0.12314952510608,-8.88074513316838e-16,0.123149540144009,1.64547810942811e-14,-0.123149540366856,-0.0143502530303013,-1.96905987029337e-10,0.123149525109431,,,,,,,,
left,0.5235987755982987,0.05590000000000006,0.5794987755982988,-0.46769877559829864,0.523598775605479,0.055899999518535026,8.64092741803546e-09,-4.814650345075222e-10,0.0714350571756679,-0.123729146000784,0.14287011221306667,0.5235987842392261,1.72028746950201e-09,-0.134300206915378,-0.00952213498850287,1.25866549943187e-08,1.2347824152048e-09,-0.123149524901037,-1.23840038937308e-15,0.123149539936519,6.01893742828301e-14,-0.123149540153265,-0.0143502530074793,-1.75623442315403e-10,0.123149524915649,,,,,,,,
left,0.7853981633974478,0.05590000000000006,0.8412981633974479,-0.7294981633974478,0.7853981633713785,0.05589999963932052,7.899778164954796e-09,-3.606795417887554e-10,0.101024425946284,-0.101024424350143,0.1428701121755491,0.785398171297226,1.72028746950201e-09,-0.134300206915378,-0.0095221349813156,2.61530046061759e-08,1.23478244296038e-09,-0.123149524606485,-6.75509363681013e-16,0.12314953963674,1.28296254240639e-13,-0.123149539840075,-0.0143502529736648,-1.41312734099236e-10,0.123149524636473,,,,,,,,
left,1.0471975511965974,0.05590000000000006,1.1030975511965975,-0.9912975511965973,1.0471975510965175,0.055899999832172476,7.271069524250606e-09,-1.678275851624278e-10,0.123729147062775,-0.0714350551637717,0.14287011212682976,1.047197558467667,1.72028746950201e-09,-0.134300206915378,-0.00952213497216342,4.39310967158733e-08,1.23478238744923e-09,-0.123149524236978,1.21520617371912e-15,0.123149539259133,2.21118665903383e-13,-0.123149539441399,-0.0143502529303139,-9.37809880524936e-11,0.123149524284076,,,,,,,,
left,1.3089969389957474,0.05590000000000006,1.3648969389957475,-1.2530969389957474,1.30899693876384,0.05590000011606,6.7919156965245975e-09,1.160599394367523e-10,0.138001931306765,-0.0369775050429905,0.14287011207247466,1.3089969457876631,1.72028746950201e-09,-0.134300206915378,-0.00952213496130349,6.53230913500662e-08,1.23478238744923e-09,-0.123149523805603,5.05875838161097e-15,0.123149538816317,3.39088139917661e-13,-0.123149538968502,-0.0143502528785048,-3.28063798189712e-11,0.123149523869253,,,,,,,,
left,1.5707963267948966,0.05590000000000006,1.6266963267948966,-1.5148963267948965,1.570796326353475,0.055900000515805015,6.501124083513332e-09,5.158049543041443e-10,0.142870112017375,9.28816316947094e-10,0.142870112017375,1.5707963332960206,1.72028746950201e-09,-0.134300206915378,-0.00952213494941781,8.78701790092478e-08,1.23478235969365e-09,-0.123149523342363,1.15884200971715e-14,0.123149538338283,4.82482948467575e-13,-0.123149538451147,-0.0143502528213457,4.1858107554628e-11,0.123149523417166,,,,,,,,
left,1.8325957145940457,0.05590000000000006,1.8884957145940457,-1.7766957145940456,1.83259571385168,0.05590000105281001,6.438218180804256e-09,1.0528099503304134e-09,0.138001930713941,0.0369775068410132,0.14287011196521318,1.8325957210322639,1.72028746950201e-09,-0.134300206915378,-0.00952213493755579,1.15012645076332e-07,1.23478240132702e-09,-0.123149522890296,2.14529531399797e-14,0.123149537868869,6.51406513479494e-13,-0.123149537935049,-0.0143502527637866,1.30486302388053e-10,0.123149522964213,,,,,,,,
left,2.0943951023931957,0.05590000000000006,2.150295102393196,-2.0384951023931954,2.0943951012646753,0.05590000173126497,6.643738448275371e-09,1.7312649092104948e-09,0.123729145887873,0.0714350567809981,0.142870111917948,2.094395109036934,1.72028746950201e-09,-0.134300206915378,-0.00952213492702744,1.80544604896133e-07,1.2347824152048e-09,-0.12314952249866,3.45247174485666e-14,0.123149537459501,8.46056040002634e-13,-0.123149537477165,-0.014350252712243,2.33372642462982e-10,0.123149522552352,,,,,,,,
left,2.356194490192345,0.05590000000000006,2.412094490192345,-2.3002944901923446,2.3561944885998596,0.05590000255451,7.148321046202e-09,2.5545099369139734e-09,0.101024424214612,0.101024425658922,0.1428701118765186,2.356194497340666,1.72028746950201e-09,-0.134300206915378,-0.00952213491925393,2.60111849787913e-07,1.23478240132702e-09,-0.12314952222086,5.06621826458663e-14,0.123149537165941,1.06681275648218e-12,-0.123149537139286,-0.0143502526736772,3.50856991013685e-10,0.12314952222719,,,,,,,,
left,2.617993877991494,0.05590000000000006,2.6738938779914943,-2.5620938779914937,2.61799387574401,0.05590000365272996,7.98755461772771e-09,3.6527298963306976e-09,0.0714350549308024,0.123729146863989,0.1428701118381914,2.6179938859790486,1.72028746950201e-09,-0.134300206915378,-0.00952213491722204,3.73225639427865e-07,1.23478238744923e-09,-0.123149522193833,7.43623524448217e-14,0.12314953712362,1.3139421969895e-12,-0.123149537051888,-0.0143502526614065,4.83328281428377e-10,0.123149522103971,,,,,,,,
left,2.879793265790643,0.05590000000000006,2.9356932657906434,-2.823893265790643,2.879793262840135,0.05590000490646507,9.257029365272729e-09,4.906465012055605e-09,0.0369775046300041,0.13800193112624,0.14287011179121217,2.8797932750476725,1.72028746950201e-09,-0.134300206915378,-0.00952213492377736,4.96322005140707e-07,1.23478237357144e-09,-0.123149522500397,1.00478980023575e-13,0.123149537426379,1.58659827036196e-12,-0.12314953733809,-0.0143502526906514,6.31171604209983e-10,0.123149522255753,,,,,,,,
left,3.141592653589793,0.05590000000000006,3.1974926535897934,-3.085692653589793,3.1415926497878752,0.0559000064604549,1.1117573773381244e-08,6.460454837764473e-09,-1.5883690104854e-09,0.142870111712168,0.142870111712168,-3.1415926424722196,1.72028746950201e-09,-0.134300206915378,-0.00952213494601358,6.47410018645982e-07,1.23478238744923e-09,-0.123149523433899,1.33982491117451e-13,0.123149538372323,1.88586370937204e-12,-0.123149538306982,-0.014350252794735,7.94818728170289e-10,0.123149522931828,,,,,,,,
left,-3.141592653589793,0.08397500000000008,-3.057617653589793,3.2255676535897932,-3.14159265594147,0.08397500378914002,8.321891176166218e-09,3.789139946253073e-09,-1.22464845733524e-09,0.147159871782693,0.147159871782693,-3.141592645267902,1.72028746950201e-09,-0.134300206915378,-0.00850421417218853,4.09538161288196e-07,1.25599747269334e-09,-0.0783444212938327,7.73797961374584e-14,0.0783444365651505,1.30238243197494e-12,-0.078344436058405,-0.00946941012683156,7.37340984090513e-10,0.0783444213491536,,,,,,,,
left,-2.8797932657906435,0.08397500000000008,-2.7958182657906434,2.9637682657906437,-2.87979326756401,0.08397500281507009,9.417747914852725e-09,2.815070010431242e-09,-0.0380877788066326,0.142145520299035,0.1471598716889436,-2.8797932563728956,1.72028746950201e-09,-0.134300206915378,-0.00850421419355078,3.11031536285351e-07,1.25599748657113e-09,-0.0783444221071545,5.86670654298028e-14,0.0783444374187469,1.10128702535831e-12,-0.0783444370033026,-0.00946941024197019,5.94912331961446e-10,0.0783444221611926,,,,,,,,
left,-2.6179938779914944,0.08397500000000008,-2.5340188779914943,2.7019688779914945,-2.617993879341315,0.08397500202287489,1.038053598634292e-08,2.02287481210206e-09,-0.0735799371425192,0.127444186493371,0.14715987163916053,-2.6179938676109584,1.72028746950201e-09,-0.134300206915378,-0.00850421421235383,2.38045221335343e-07,1.25599752820449e-09,-0.0783444228411507,4.48241075496622e-14,0.0783444381828219,9.13597794426885e-13,-0.0783444378354716,-0.00946941034230469,4.65502786822997e-10,0.0783444228925548,,,,,,,,
left,-2.356194490192345,0.08397500000000008,-2.2722194901923447,2.440169490192345,-2.35619449113741,0.08397500129395996,1.1230264718165017e-08,1.293959883685858e-09,-0.104057744312171,0.104057741974979,0.1471598716235797,-2.35619447896208,1.72028746950201e-09,-0.134300206915378,-0.00850421422923416,1.68397121467513e-07,1.25599748657113e-09,-0.0783444234943364,3.16364376938927e-14,0.0783444388647243,7.40049619768363e-13,-0.0783444385823999,-0.00946941043270394,3.48917715740236e-10,0.0783444235434905,,,,,,,,
left,-2.0943951023931957,0.08397500000000008,-2.0104201023931956,2.178370102393196,-2.0943951030448797,0.08397500070918995,1.188520526440584e-08,7.091898734934432e-10,-0.127444188133494,0.0735799343059257,0.14715987164125197,-2.0943950905079904,1.72028746950201e-09,-0.134300206915378,-0.00850421424397857,1.17206090861981e-07,1.25599747269334e-09,-0.0783444240765922,2.19932500974163e-14,0.0783444394686081,5.82502490997896e-13,-0.078344439235125,-0.00946941051102075,2.4504718303495e-10,0.078344424121625,,,,,,,,
left,-1.832595714594046,0.08397500000000008,-1.7486207145940458,1.916570714594046,-1.8325957150172099,0.08397500022625992,1.2335838572852253e-08,2.2625984419377687e-10,-0.14214552112247,0.0380877757130882,0.14715987168365252,-1.8325957022582073,1.72028746950201e-09,-0.134300206915378,-0.00850421425682735,7.68719010132858e-08,1.25599750044891e-09,-0.0783444245885792,1.44646927715003e-14,0.0783444399981027,4.41080137772216e-13,-0.0783444398040546,-0.00946941057902319,1.53806690255863e-10,0.0783444246284077,,,,,,,,
left,-1.5707963267948966,0.08397500000000008,-1.4868213267948964,1.6547713267948967,-1.57079632705101,0.08397499984136003,1.2563763585049514e-08,-1.5864004554444477e-10,-0.147159871743403,-1.84888185951464e-09,0.147159871743403,-1.570796314231133,1.72028746950201e-09,-0.134300206915378,-0.00850421426782331,5.17931713437505e-08,1.25599750044891e-09,-0.0783444250314944,8.89680175555835e-15,0.0783444404546143,3.18049504614465e-13,-0.0783444402910729,-0.00946941063696602,7.5126086525296e-11,0.0783444250651036,,,,,,,,
left,-1.3089969389957472,0.08397500000000008,-1.225021938995747,1.3929719389957473,-1.3089969391342051,0.08397499954284504,1.2568151630532043e-08,-4.5715503604881746e-10,-0.142145520298028,-0.0380877792863302,0.14715987181212578,-1.3089969264275956,1.72028746950201e-09,-0.134300206915378,-0.00850421427706038,3.79016770400551e-08,1.25599750044891e-09,-0.0783444254068812,4.96472264850097e-15,0.0783444408404653,2.13013153788238e-13,-0.0783444407002801,-0.00946941068546863,8.97310347769216e-12,0.0783444254334265,,,,,,,,
left,-1.0471975511965979,0.08397500000000008,-0.9632225511965977,1.131172551196598,-1.0471975512625824,0.08397499932544744,1.2353167599954418e-08,-6.745526359708265e-10,-0.127444186558949,-0.0735799375155813,0.1471598718824838,-1.0471975388434303,1.72028746950201e-09,-0.134300206915378,-0.00850421428444227,2.72140934172278e-08,1.25599750044891e-09,-0.0783444257102794,2.46282622162899e-15,0.0783444411512358,1.27855324605161e-13,-0.078344441027395,-0.00946941072404936,-4.46689011700982e-11,0.0783444257298132,,,,,,,,
left,-0.7853981633974483,0.08397500000000008,-0.7014231633974481,0.8693731633974484,-0.7853981634183445,0.0839749991726485,1.1945949007774459e-08,-8.273515761381134e-10,-0.104057742128922,-0.104057744615059,0.147159871946608,-0.7853981514514993,1.72028746950201e-09,-0.134300206915378,-0.00850421429002391,1.88107184478143e-08,1.25599748657113e-09,-0.0783444259404998,8.50067953861232e-16,0.0783444413868074,6.30717775122173e-14,-0.0783444412747597,-0.00946941075318486,-8.57984072562138e-11,0.0783444259536133,,,,,,,,
left,-0.5235987755982987,0.08397500000000008,-0.4396237755982986,0.6075737755982988,-0.523598775595689,0.08397499907856401,1.13795490808144e-08,-9.214360663367671e-10,-0.0735799345488605,-0.127444188405445,0.14715987199823582,-0.5235987642187496,1.72028746950201e-09,-0.134300206915378,-0.00850421429380317,1.2540018900418e-08,1.25599748657113e-09,-0.0783444260964309,-8.32247593498314e-17,0.0783444415463659,1.93570582447411e-14,-0.0783444414422528,-0.00946941077291872,-1.14385275899407e-10,0.0783444261040771,,,,,,,,
left,-0.2617993877991496,0.08397500000000008,-0.1778243877991495,0.34577438779914965,-0.26179938778815803,0.083974999037255,1.0699138797143348e-08,-9.627450781035662e-10,-0.0380877760359593,-0.142145521396843,0.14715987203224168,-0.2617993771000108,1.72028746950201e-09,-0.134300206915378,-0.00850421429584078,7.90761163895823e-09,1.25599750044891e-09,-0.0783444261792753,-5.18456115746506e-16,0.0783444416315586,-2.39990752602217e-15,-0.0783444415325313,-0.009469410783641,-1.30376077432674e-10,0.0783444261823951,,,,,,,,
left,0.0,0.08397500000000008,0.08397500000000008,0.08397500000000008,7.517500510978437e-12,0.0839749990454735,9.953679121114973e-09,-9.545265827748395e-10,1.4647821458462e-09,-0.147159872045596,0.147159872045596,9.953679121114973e-09,1.72028746950201e-09,-0.134300206915378,-0.00850421429613429,7.27819461246301e-09,1.2559975143267e-09,-0.078344426188347,-5.90630227733716e-16,0.0783444416418685,-1.6010157868496e-15,-0.0783444415454723,-0.0094694107853705,-1.33690018612012e-10,0.0783444261880797,,,,,,,,
left,0.2617993877991496,0.08397500000000008,0.34577438779914965,-0.1778243877991495,0.26179938779739853,0.08397499909842951,9.199721928698779e-09,-9.01570568201393e-10,0.0380877788656723,-0.14214552064334,0.14715987203679728,0.2617993969988715,1.72028746950201e-09,-0.134300206915378,-0.00850421429475903,6.87576177849304e-09,1.25599747269334e-09,-0.0783444261253921,-4.79659183989975e-16,0.0783444415795217,2.23614788849326e-14,-0.0783444414843788,-0.00946941077857859,-1.24220029387736e-10,0.0783444261226401,,,,,,,,
